id,source_account,customer_email,customer_name,customer_phone,location,product_name,booking_created_at,visit_datetime,status,participants,gross_amount,net_amount,paid_amount,end_time,promotion_name,booking_source,private_event,is_canceled,cancelation_time,cancelation_agent,creation_agent,last_change_time,last_change_agent,is_no_show,coupon_codes_json,is_member,membership_end
bookeo_stockholm_000009,stockholm,customer_brandywilson_stockholm_00009@example.com,Brandy Wilson,682-944-9353,Northern Sauna Stockholm,Sauna 90 min,2025-05-14T12:45:00,2025-05-28T12:45:00,completed,5,495.0,409.09,409.09,2025-05-28T14:15:00,,direct,false,false,,,system,2025-05-14T12:45:00,system,false,[],False,
bookeo_stockholm_000010,stockholm,customer_terrywilliam_stockholm_00010@example.com,Terry Williams,+1-264-300-5242x7868,Northern Sauna Stockholm,Sauna 120 min,2025-05-10T19:15:00,2025-05-28T19:15:00,completed,2,198.0,163.64,163.64,2025-05-28T21:15:00,,direct,false,false,,,system,2025-05-10T19:15:00,system,false,[],True,2025-07-31
bookeo_stockholm_000011,stockholm,customer_stephenmckee_stockholm_00011@example.com,Stephen Mckee,+1-605-798-2620,Northern Sauna Stockholm,Sauna 60 min,2025-03-30T10:30:00,2025-05-28T10:30:00,completed,2,198.0,163.64,163.64,2025-05-28T11:30:00,,direct,false,false,,,system,2025-03-30T10:30:00,system,false,[],False,
bookeo_helsinki_000002,helsinki,customer_rebeccavalen_helsinki_00002@example.com,Rebecca Valencia,(833)215-8692x322,Northern Sauna Helsinki,Sauna 60 min,2025-03-30T10:15:00,2025-05-28T10:15:00,completed,5,495.0,409.09,409.09,2025-05-28T11:15:00,,,false,false,,,system,2025-03-30T10:15:00,system,false,[],True,2025-09-15
bookeo_helsinki_000003,helsinki,customer_timpatton_helsinki_00003@example.com,Tim Patton,(534)221-6073x37543,Northern Sauna Helsinki,Sauna 120 min,2025-04-25T20:30:00,2025-05-28T20:30:00,completed,1,99.0,81.82,81.82,2025-05-28T22:30:00,Member discount,affiliate,false,false,,,system,2025-04-25T20:30:00,system,false,[],False,
bookeo_helsinki_000004,helsinki,customer_jenniferrami_helsinki_00004@example.com,Jennifer Ramirez,645-486-8501,Northern Sauna Helsinki,Sauna 60 min,2025-05-02T18:45:00,2025-05-28T18:45:00,completed,5,495.0,409.09,409.09,2025-05-28T19:45:00,Spring offer,referral,false,false,,,system,2025-05-02T18:45:00,system,false,[],False,
bookeo_oslo_000003,oslo,customer_victoriajohn_oslo_00003@example.com,Victoria Johnson,+1-265-856-9816x934,Northern Sauna Oslo,Sauna 60 min,2025-05-03T14:45:00,2025-05-28T14:45:00,completed,2,198.0,163.64,163.64,2025-05-28T15:45:00,,google,false,false,,,system,2025-05-03T14:45:00,system,false,[],True,2026-05-26
bookeo_oslo_000004,oslo,customer_timothyryan_oslo_00004@example.com,Timothy Ryan,001-735-861-5951x4846,Northern Sauna Oslo,Sauna 120 min,2025-04-05T20:00:00,2025-05-28T20:00:00,completed,4,396.0,327.27,327.27,2025-05-28T22:00:00,Spring offer,google,false,false,,,system,2025-04-05T20:00:00,system,false,[],True,2026-04-27
bookeo_oslo_000005,oslo,customer_kristenlee_oslo_00005@example.com,Kristen Lee,+1-762-999-4680x44369,Northern Sauna Oslo,Sauna 120 min,2025-04-23T11:15:00,2025-05-28T11:15:00,completed,2,198.0,163.64,163.64,2025-05-28T13:15:00,Spring offer,direct,false,false,,,system,2025-04-23T11:15:00,system,false,[],True,2025-11-01
bookeo_oslo_000006,oslo,customer_michaeldixon_oslo_00006@example.com,Michael Dixon,001-221-248-9513x4332,Northern Sauna Oslo,Sauna 90 min,2025-04-08T18:15:00,2025-05-28T18:15:00,completed,4,396.0,327.27,327.27,2025-05-28T19:45:00,,direct,false,false,,,system,2025-04-08T18:15:00,system,false,[],True,2025-09-21
bookeo_copenhagen_000004,copenhagen,customer_johnatkinson_copenhagen_00004@example.com,John Atkinson,476-293-6763,Northern Sauna Copenhagen,Sauna 120 min,2025-05-06T14:00:00,2025-05-28T14:00:00,completed,1,99.0,81.82,81.82,2025-05-28T16:00:00,Spring offer,gift_card,false,false,,,system,2025-05-06T14:00:00,system,false,[],True,2026-03-28
bookeo_copenhagen_000005,copenhagen,customer_shannonmcclu_copenhagen_00005@example.com,Shannon Mcclure,001-763-928-7083x17278,Northern Sauna Copenhagen,Sauna 120 min,2025-03-30T19:00:00,2025-05-28T19:00:00,completed,5,495.0,409.09,409.09,2025-05-28T21:00:00,,referral,false,false,,,system,2025-03-30T19:00:00,system,false,[],True,2026-03-25
bookeo_gothenburg_000004,gothenburg,customer_michellewagn_gothenburg_00004@example.com,Michelle Wagner,+1-972-577-4348,Northern Sauna Gothenburg,Sauna 90 min,2025-05-25T12:15:00,2025-05-28T12:15:00,completed,3,297.0,245.45,245.45,2025-05-28T13:45:00,,google,false,false,,,system,2025-05-25T12:15:00,system,false,[],True,2025-07-18
bookeo_gothenburg_000005,gothenburg,customer_billymitchel_gothenburg_00005@example.com,Billy Mitchell,855-881-2236x231,Northern Sauna Gothenburg,Sauna 120 min,2025-04-17T13:00:00,2025-05-28T13:00:00,completed,2,198.0,163.64,163.64,2025-05-28T15:00:00,,instagram,false,false,,,system,2025-04-17T13:00:00,system,false,[],True,2025-11-12
bookeo_gothenburg_000006,gothenburg,customer_johnbrown_gothenburg_00006@example.com,John Brown,(569)909-6705x46688,Northern Sauna Gothenburg,Sauna 90 min,2025-05-16T15:30:00,2025-05-28T15:30:00,completed,4,396.0,327.27,327.27,2025-05-28T17:00:00,,referral,false,false,,,system,2025-05-16T15:30:00,system,false,[],True,2026-03-17
bookeo_bergen_000003,bergen,customer_jeffreyjohns_bergen_00003@example.com,Jeffrey Johnson,462-972-9806x99016,Northern Sauna Bergen,Sauna 120 min,2025-04-14T16:30:00,2025-05-28T16:30:00,completed,2,198.0,163.64,163.64,2025-05-28T18:30:00,,gift_card,false,false,,,system,2025-04-14T16:30:00,system,false,[],False,
bookeo_bergen_000004,bergen,customer_davidmurphy_bergen_00004@example.com,David Murphy,755.564.6417x080,Northern Sauna Bergen,Sauna 90 min,2025-04-10T16:45:00,2025-05-28T16:45:00,completed,4,396.0,327.27,327.27,2025-05-28T18:15:00,,direct,false,false,,,system,2025-04-10T16:45:00,system,false,[],False,
bookeo_stockholm_000012,stockholm,customer_rachaelpears_stockholm_00012@example.com,Rachael Pearson,001-603-730-9232x71937,Northern Sauna Stockholm,Sauna 120 min,2025-04-29T18:30:00,2025-05-29T18:30:00,completed,4,396.0,327.27,327.27,2025-05-29T20:30:00,,direct,false,false,,,system,2025-04-29T18:30:00,system,false,[],True,2025-11-23
bookeo_stockholm_000013,stockholm,customer_lawrenceadki_stockholm_00013@example.com,Lawrence Adkins,824-519-0496,Northern Sauna Stockholm,Sauna 90 min,2025-05-17T20:45:00,2025-05-29T20:45:00,completed,3,297.0,245.45,245.45,2025-05-29T22:15:00,,google,false,false,,,system,2025-05-17T20:45:00,system,false,[],True,2026-01-29
bookeo_stockholm_000014,stockholm,customer_michaelburto_stockholm_00014@example.com,Michael Burton,749-319-0586,Northern Sauna Stockholm,Sauna 90 min,2025-05-20T13:45:00,2025-05-29T13:45:00,completed,2,198.0,163.64,163.64,2025-05-29T15:15:00,,facebook,false,false,,,system,2025-05-20T13:45:00,system,false,[],False,
bookeo_stockholm_000015,stockholm,customer_gloriaatkins_stockholm_00015@example.com,Gloria Atkinson,916.857.2628x4987,Northern Sauna Stockholm,Sauna 120 min,2025-04-30T20:30:00,2025-05-29T20:30:00,completed,4,396.0,327.27,327.27,2025-05-29T22:30:00,,gift_card,false,false,,,system,2025-04-30T20:30:00,system,false,[],True,2025-09-05
bookeo_helsinki_000005,helsinki,customer_lesliemorris_helsinki_00005@example.com,Leslie Morris,714.273.7996,Northern Sauna Helsinki,Sauna 120 min,2025-05-24T15:00:00,2025-05-29T15:00:00,completed,4,396.0,327.27,327.27,2025-05-29T17:00:00,,google,false,false,,,system,2025-05-24T15:00:00,system,false,[],True,2025-11-11
bookeo_helsinki_000006,helsinki,customer_frederickfre_helsinki_00006@example.com,Frederick Freeman MD,954-594-8083x136,Northern Sauna Helsinki,Sauna 90 min,2025-05-23T20:30:00,2025-05-29T20:30:00,completed,4,396.0,327.27,327.27,2025-05-29T22:00:00,,referral,false,false,,,system,2025-05-23T20:30:00,system,false,[],True,2026-01-27
bookeo_oslo_000007,oslo,customer_mariahenry_oslo_00007@example.com,Maria Henry,9147363495,Northern Sauna Oslo,Sauna 120 min,2025-05-14T19:00:00,2025-05-29T19:00:00,completed,5,495.0,409.09,409.09,2025-05-29T21:00:00,,gift_card,false,false,,,system,2025-05-14T19:00:00,system,false,[],False,
bookeo_oslo_000008,oslo,customer_patrickriver_oslo_00008@example.com,Patrick Rivera,001-574-544-3135x182,Northern Sauna Oslo,Sauna 60 min,2025-05-20T10:00:00,2025-05-29T10:00:00,completed,1,99.0,81.82,81.82,2025-05-29T11:00:00,,newsletter,false,false,,,system,2025-05-20T10:00:00,system,false,[],True,2025-06-17
bookeo_copenhagen_000006,copenhagen,customer_destinylawre_copenhagen_00006@example.com,Destiny Lawrence,001-689-241-3435x24082,Northern Sauna Copenhagen,Sauna 90 min,2025-04-29T12:30:00,2025-05-29T12:30:00,completed,2,198.0,163.64,163.64,2025-05-29T14:00:00,,direct,false,false,,,system,2025-04-29T12:30:00,system,false,[],False,
bookeo_copenhagen_000007,copenhagen,customer_kristenterry_copenhagen_00007@example.com,Kristen Terry,(771)409-4777,Northern Sauna Copenhagen,Sauna 60 min,2025-04-16T12:00:00,2025-05-29T12:00:00,completed,2,198.0,163.64,163.64,2025-05-29T13:00:00,,instagram,false,false,,,system,2025-04-16T12:00:00,system,false,[],True,2025-08-17
bookeo_copenhagen_000008,copenhagen,customer_dawnhensley_copenhagen_00008@example.com,Dawn Hensley,616-371-9022,Northern Sauna Copenhagen,Sauna 120 min,2025-05-07T14:00:00,2025-05-29T14:00:00,completed,4,396.0,327.27,327.27,2025-05-29T16:00:00,,referral,false,false,,,system,2025-05-07T14:00:00,system,false,[],False,
bookeo_copenhagen_000009,copenhagen,customer_baileydurand_copenhagen_00009@example.com,Bailey Duran DDS,+1-238-367-7496x499,Northern Sauna Copenhagen,Sauna 60 min,2025-05-14T14:00:00,2025-05-29T14:00:00,completed,3,297.0,245.45,245.45,2025-05-29T15:00:00,,facebook,false,false,,,system,2025-05-14T14:00:00,system,false,[],False,
bookeo_copenhagen_000010,copenhagen,customer_christinecla_copenhagen_00010@example.com,Christine Clark,+1-212-532-8120x67974,Northern Sauna Copenhagen,Sauna 120 min,2025-04-17T15:30:00,2025-05-29T15:30:00,completed,2,198.0,163.64,163.64,2025-05-29T17:30:00,Spring offer,google,false,false,,,system,2025-04-17T15:30:00,system,false,[],True,2026-01-08
bookeo_gothenburg_000007,gothenburg,customer_douglasheath_gothenburg_00007@example.com,Douglas Heath,434-693-6183,Northern Sauna Gothenburg,Sauna 90 min,2025-04-23T20:30:00,2025-05-29T20:30:00,canceled,2,198.0,163.64,0.0,2025-05-29T22:00:00,,google,false,true,2025-04-25T20:30:00,customer,system,2025-04-25T20:30:00,customer,false,[],False,
bookeo_gothenburg_000008,gothenburg,customer_andreamartin_gothenburg_00008@example.com,Andrea Martin,999-347-1746x4887,Northern Sauna Gothenburg,Sauna 90 min,2025-04-20T16:30:00,2025-05-29T16:30:00,completed,4,396.0,327.27,327.27,2025-05-29T18:00:00,,instagram,false,false,,,system,2025-04-20T16:30:00,system,false,[],True,2025-12-08
bookeo_gothenburg_000009,gothenburg,customer_stacynavarro_gothenburg_00009@example.com,Stacy Navarro,+1-940-913-9904x902,Northern Sauna Gothenburg,Sauna 90 min,2025-04-10T20:30:00,2025-05-29T20:30:00,completed,2,198.0,163.64,163.64,2025-05-29T22:00:00,,instagram,false,false,,,system,2025-04-10T20:30:00,system,false,[],False,
bookeo_bergen_000005,bergen,customer_catherineric_bergen_00005@example.com,Catherine Richards,+1-671-875-6551x2567,Northern Sauna Bergen,Sauna 120 min,2025-04-07T10:00:00,2025-05-29T10:00:00,no_show,2,198.0,163.64,163.64,2025-05-29T12:00:00,,direct,false,false,,,system,2025-04-07T10:00:00,system,true,[],True,2026-04-01
bookeo_bergen_000006,bergen,customer_kristagibson_bergen_00006@example.com,Krista Gibson,945-916-8087x60385,Northern Sauna Bergen,Sauna 60 min,2025-04-09T18:15:00,2025-05-29T18:15:00,completed,1,99.0,81.82,81.82,2025-05-29T19:15:00,,instagram,false,false,,,system,2025-04-09T18:15:00,system,false,[],True,2025-12-01
bookeo_stockholm_000016,stockholm,customer_christinadun_stockholm_00016@example.com,Christina Dunn,377-510-9324x8086,Northern Sauna Stockholm,Sauna 90 min,2025-05-02T18:30:00,2025-05-30T18:30:00,completed,2,198.0,163.64,163.64,2025-05-30T20:00:00,,,false,false,,,system,2025-05-02T18:30:00,system,false,[],False,
bookeo_stockholm_000017,stockholm,customer_susanmurraym_stockholm_00017@example.com,Susan Murray MD,(974)484-6773,Northern Sauna Stockholm,Sauna 60 min,2025-04-21T18:45:00,2025-05-30T18:45:00,completed,4,396.0,327.27,327.27,2025-05-30T19:45:00,,referral,false,false,,,system,2025-04-21T18:45:00,system,false,[],True,2025-07-21
bookeo_stockholm_000018,stockholm,customer_thomasromero_stockholm_00018@example.com,Thomas Romero,(614)965-8404,Northern Sauna Stockholm,Sauna 90 min,2025-05-19T15:15:00,2025-05-30T15:15:00,completed,2,198.0,163.64,163.64,2025-05-30T16:45:00,Member discount,instagram,false,false,,,system,2025-05-19T15:15:00,system,false,[],False,
bookeo_stockholm_000019,stockholm,customer_jillwashingt_stockholm_00019@example.com,Jill Washington,988-867-5339x63605,Northern Sauna Stockholm,Sauna 60 min,2025-05-14T10:00:00,2025-05-30T10:00:00,completed,3,297.0,245.45,245.45,2025-05-30T11:00:00,,facebook,false,false,,,system,2025-05-14T10:00:00,system,false,[],False,
bookeo_stockholm_000020,stockholm,customer_matthewhoove_stockholm_00020@example.com,Matthew Hoover,(370)928-9517,Northern Sauna Stockholm,Sauna 60 min,2025-04-15T17:15:00,2025-05-30T17:15:00,completed,1,99.0,81.82,81.82,2025-05-30T18:15:00,,referral,false,false,,,system,2025-04-15T17:15:00,system,false,[],False,
bookeo_stockholm_000021,stockholm,customer_charlespitts_stockholm_00021@example.com,Charles Pitts,(817)745-9615,Northern Sauna Stockholm,Sauna 90 min,2025-05-12T14:45:00,2025-05-30T14:45:00,completed,3,297.0,245.45,245.45,2025-05-30T16:15:00,,instagram,false,false,,,system,2025-05-12T14:45:00,system,false,[],True,2025-12-30
bookeo_stockholm_000022,stockholm,customer_stacyfreeman_stockholm_00022@example.com,Stacy Freeman,+1-309-313-4316,Northern Sauna Stockholm,Sauna 60 min,2025-04-22T14:30:00,2025-05-30T14:30:00,completed,5,495.0,409.09,409.09,2025-05-30T15:30:00,,direct,false,false,,,system,2025-04-22T14:30:00,system,false,[],False,
bookeo_stockholm_000023,stockholm,customer_michaelberge_stockholm_00023@example.com,Michael Berger,8504455623,Northern Sauna Stockholm,Sauna 120 min,2025-04-24T14:00:00,2025-05-30T14:00:00,canceled,2,198.0,163.64,0.0,2025-05-30T16:00:00,,affiliate,false,true,2025-04-27T14:00:00,customer,system,2025-04-27T14:00:00,customer,false,[],False,
bookeo_helsinki_000007,helsinki,customer_bobpitts_helsinki_00007@example.com,Bob Pitts,+1-637-492-3747x407,Northern Sauna Helsinki,Sauna 60 min,2025-04-21T18:15:00,2025-05-30T18:15:00,completed,4,396.0,327.27,327.27,2025-05-30T19:15:00,,,false,false,,,system,2025-04-21T18:15:00,system,false,[],True,2025-12-18
bookeo_helsinki_000008,helsinki,customer_tonyhuerta_helsinki_00008@example.com,Tony Huerta,664-674-3671x3695,Northern Sauna Helsinki,Sauna 120 min,2025-05-09T18:30:00,2025-05-30T18:30:00,completed,4,396.0,327.27,327.27,2025-05-30T20:30:00,Member discount,affiliate,false,false,,,system,2025-05-09T18:30:00,system,false,[],True,2026-03-09
bookeo_helsinki_000009,helsinki,customer_ronaldfoster_helsinki_00009@example.com,Ronald Foster,5905974395,Northern Sauna Helsinki,Sauna 60 min,2025-04-12T20:00:00,2025-05-30T20:00:00,completed,3,297.0,245.45,245.45,2025-05-30T21:00:00,,gift_card,false,false,,,system,2025-04-12T20:00:00,system,false,[],False,
bookeo_helsinki_000010,helsinki,customer_meganle_helsinki_00010@example.com,Megan Le,+1-421-504-7095x21456,Northern Sauna Helsinki,Sauna 60 min,2025-05-28T10:45:00,2025-05-30T10:45:00,completed,2,198.0,163.64,163.64,2025-05-30T11:45:00,,referral,false,false,,,system,2025-05-28T10:45:00,system,false,[],False,
bookeo_helsinki_000011,helsinki,customer_joshuamata_helsinki_00011@example.com,Joshua Mata,784.324.7451x71236,Northern Sauna Helsinki,Sauna 120 min,2025-05-28T18:15:00,2025-05-30T18:15:00,completed,4,396.0,327.27,327.27,2025-05-30T20:15:00,,direct,false,false,,,system,2025-05-28T18:15:00,system,false,[],False,
bookeo_helsinki_000012,helsinki,customer_alexisherrer_helsinki_00012@example.com,Alexis Herrera,754.596.5137x098,Northern Sauna Helsinki,Sauna 60 min,2025-05-06T17:45:00,2025-05-30T17:45:00,completed,1,99.0,81.82,81.82,2025-05-30T18:45:00,,newsletter,false,false,,,system,2025-05-06T17:45:00,system,false,[],True,2026-03-10
bookeo_helsinki_000013,helsinki,customer_madisonmarsh_helsinki_00013@example.com,Madison Marshall,001-446-812-0047x113,Northern Sauna Helsinki,Sauna 120 min,2025-05-03T17:30:00,2025-05-30T17:30:00,completed,2,198.0,163.64,163.64,2025-05-30T19:30:00,,direct,false,false,,,system,2025-05-03T17:30:00,system,false,[],True,2025-10-22
bookeo_oslo_000009,oslo,customer_michaelpaul_oslo_00009@example.com,Michael Paul,+1-669-226-1796,Northern Sauna Oslo,Sauna 60 min,2025-04-18T16:45:00,2025-05-30T16:45:00,completed,6,594.0,490.91,490.91,2025-05-30T17:45:00,,instagram,false,false,,,system,2025-04-18T16:45:00,system,false,[],True,2025-07-07
bookeo_oslo_000010,oslo,customer_claudiawalla_oslo_00010@example.com,Claudia Wallace,551.358.5064,Northern Sauna Oslo,Sauna 90 min,2025-04-27T13:00:00,2025-05-30T13:00:00,completed,1,99.0,81.82,81.82,2025-05-30T14:30:00,,google,false,false,,,system,2025-04-27T13:00:00,system,false,[],False,
bookeo_oslo_000011,oslo,customer_samanthadavi_oslo_00011@example.com,Samantha Davis,390.505.3293,Northern Sauna Oslo,Sauna 60 min,2025-04-01T15:30:00,2025-05-30T15:30:00,completed,4,396.0,327.27,327.27,2025-05-30T16:30:00,,gift_card,false,false,,,system,2025-04-01T15:30:00,system,false,[],False,
bookeo_oslo_000012,oslo,customer_robinhall_oslo_00012@example.com,Robin Hall,001-729-504-2284x21020,Northern Sauna Oslo,Sauna 60 min,2025-04-23T12:30:00,2025-05-30T12:30:00,completed,4,396.0,327.27,327.27,2025-05-30T13:30:00,,direct,false,false,,,system,2025-04-23T12:30:00,system,false,[],False,
bookeo_oslo_000013,oslo,customer_alexisbaker_oslo_00013@example.com,Alexis Baker,(368)911-7758,Northern Sauna Oslo,Sauna 90 min,2025-05-15T10:30:00,2025-05-30T10:30:00,completed,2,198.0,163.64,163.64,2025-05-30T12:00:00,,affiliate,false,false,,,system,2025-05-15T10:30:00,system,false,[],False,
bookeo_copenhagen_000011,copenhagen,customer_theresawilli_copenhagen_00011@example.com,Theresa Williams,+1-784-470-0766x17711,Northern Sauna Copenhagen,Sauna 120 min,2025-04-13T13:45:00,2025-05-30T13:45:00,completed,3,297.0,245.45,245.45,2025-05-30T15:45:00,Member discount,,false,false,,,system,2025-04-13T13:45:00,system,false,[],True,2025-09-14
bookeo_copenhagen_000012,copenhagen,customer_donaldschult_copenhagen_00012@example.com,Donald Schultz,+1-856-398-4789,Northern Sauna Copenhagen,Sauna 60 min,2025-03-31T16:00:00,2025-05-30T16:00:00,completed,2,198.0,163.64,163.64,2025-05-30T17:00:00,,direct,false,false,,,system,2025-03-31T16:00:00,system,false,[],True,2025-11-12
bookeo_copenhagen_000013,copenhagen,customer_ashleypena_copenhagen_00013@example.com,Ashley Pena,001-783-667-3657x66156,Northern Sauna Copenhagen,Sauna 120 min,2025-05-18T10:15:00,2025-05-30T10:15:00,completed,4,396.0,327.27,327.27,2025-05-30T12:15:00,,direct,false,false,,,system,2025-05-18T10:15:00,system,false,[],True,2025-10-28
bookeo_copenhagen_000014,copenhagen,customer_christianleb_copenhagen_00014@example.com,Christian Leblanc,211-716-1528,Northern Sauna Copenhagen,Sauna 120 min,2025-05-14T11:30:00,2025-05-30T11:30:00,completed,1,99.0,81.82,81.82,2025-05-30T13:30:00,,newsletter,false,false,,,system,2025-05-14T11:30:00,system,false,[],True,2025-11-25
